PHYSICS,15c,Wave Phenomena,
PHYSICS,123,Laboratory Electronics,
PHYSICS,125,Widely Applied Physics,
PHYSICS,143a,Quantum Mechanics I,
PHYSICS,145,Elementary Particle Physics,
PHYSICS,153,Electrodynamics,
PHYSICS,181,Statistical Mechanics and Thermodynamics,
PHYSICS,191r,Advanced Laboratory,
PHYSICS,251b,Advanced Quantum Mechanics II,
PHYSICS,269r,Topics in Statistical Physics and Physical Biology,
PSY,13,Cognitive Psychology,
PSY,15,Social Psychology,
PSY,1201,Your Brain on Drugs: Psychopharmacology,
PSY,1354,Classic Papers on Memory (and the Ones that Got Away!),
PSY,1430,Human Memory and Amnesia,
PSY,1505,Social Cognition: The Psychology of Thinking about Other People,
PSY,1702,The Emotional Mind,
PSY,1861,Developmental Psychopathology,
PSY,1952,Multivariate Analysis in Psychology,
PSY,2020ab,"Cognition, Brain, and Behavior: Proseminar",
PSY,2040,Contemporary Topics in Psychopathology,
PSY,2050,History of Psychology: Seminar,
PSY,2461r,Laboratory for Clinical and Developmental Research,
PSY,2530r,Mental Control: Research Seminar,
PSY,2553r,Decision Making and Negotiation: Research Seminar,
PSY,2554r,Moral Cognition: Research Seminar,
PSY,2570r,Intergroup Relations: Research Seminar,
PSY,2580r,Affective Forecasting: Research Seminar,
PSY,2640r,The Understand Seminar,
PSY,2650,Behavioral Approaches to Decision Making and Negotiation,
PSY,3050,Clinical Practicum,
PSY,3200,Research Seminar in Clinical Science,
PSY,3220,Developmental Studies: Seminar,
PSY,3250,Psychological Testing,
PSY,3260,Conceptual Development: Research Seminar,
PSY,3340,"Research Seminar in Cognition, Brain, and Behavior",
PSY,3420,Research Workshop in Social Psychology,
FRENCH,Ax,Reading Modern French,
FRENCH,55,Business French,
FRENCH,70a,Introduction to French Literature I: From the Middle Ages to Modernity,
FRENCH,70c,Introduction to French Literature III: The Francophone World,
FRENCH,165,Marcel Proust,
ITAL,Ax,Reading Italian,
ITAL,40,"Advanced Oral Expression. Ciak, si parla!",
ITAL,330,Direction of Doctoral Dissertations,
PORTUG,Ad,Beginning Portuguese for Spanish Speakers II,
PORTUG,Ba,Introduction to Portuguese,
PORTUG,97,Tutorial-Sophomore Year: Brazilian Poetry and the Making of the Literary Canon,
ROM-STD,91r,Supervised Reading and Research,
SPANSH,30,Advanced Spanish Language I: Four Countries and their Cultures,
SPANSH,50,Writing and Performance,
SPANSH,71b,Introduction to Modern Latin American Literature,
SPANSH,97,Tutorial-Sophomore Year,
SPANSH,281r,Graduate Seminar: Don Quixote's Library,
SPANSH,330,Direction of Doctoral Dissertations,
SLAVIC,A,Beginning Russian,
SLAVIC,Aab,Beginning Russian (Intensive),
SLAVIC,B,Intermediate Russian,
SLAVIC,Bab,Intermediate Russian (Intensive),
SLAVIC,Cr,Supervised Readings in Intermediate/Advanced Czech,
SLAVIC,Db,Beginning Polish II,
SLAVIC,103,"Advanced Russian: Reading, Composition, and Conversation",
SLAVIC,112,Advanced Russian: Russian Press and Television,
SOC-STD,10b,Introduction to Social Studies,
SOC-STD,98cl,Law and American Society,
SOC-STD,98jl,Global Social Movements,
SOCIOL,10,Introduction to Sociology,
SOCIOL,25,Introduction to the Sociology of Organizations,
SOCIOL,95,Research for Nonprofits,
SOCIOL,97,Tutorial in Sociological Theory,
SOCIOL,129,Education and Society,
SOCIOL,156,Quantitative Methods in Sociology,
SOCIOL,160,"Medicine, Health Policy and Bioethics in Comparative and Global Perspective: Conference Course",
SOCIOL,174,Contemporary Central Asia and the Caucasus,
SOCIOL,190,Life and Death in the US: Medicine and Disease in Social Context,
SOCIOL,202,Intermediate Quantitative Research Methods,
SOCIOL,206,The Sociology of Development: Seminar,
SOCIOL,208,Contemporary Theory and Research: Seminar,
SOCIOL,221,"Immigration, Identity and Assimilation: Seminar",
SOCIOL,224,Organizational Analysis: Seminar,
SOCIOL,243,Economic Sociology,
SOCIOL,300hf,Workshop on Race: Black Youth Culture,
SOCIOL,304,Culture and Social Analysis Workshop,
SOCIOL,310,Qualifying Paper,
STAT,100,Introduction to Quantitative Methods for the Social Sciences and Humanities,
STAT,101,Introduction to Quantitative Methods for Psychology and the Behavioral Sciences,
STAT,104,Introduction to Quantitative Methods for Economics,
STAT,111,Introduction to Theoretical Statistics,
STAT,115,Introduction to Computational Biology and Bioinformatics,
STAT,140,Design of Experiments,
STAT,149,Statistical Sleuthing through Generalized Linear Models,
STAT,170,Introduction to Quantitative Methods in Finance,
STAT,171,Introduction to Stochastic Processes,
STAT,211,Statistical Inference,
STAT,221,Statistical Computing and Visualization,
STAT,245,Statistics and Litigation,
STAT,303hf,The Art and Practice of Teaching Statistics,
WOMGEN,1200fh,"Our Mothers, Ourselves: Postwar American Feminist Thought",
SYSTBIO,201,Principles of Animal Development from a Systems Perspective,
CLAS-STDY,97a,Greek Culture and Civilization,
CLASSIC,99,Tutorial - Senior Year,
CLASSIC,300,Direction of Doctoral Dissertations,
CLASSIC,301,Reading or Topics Course,
GREEK,Aab,Beginning Greek (Intensive),
GREEK,Ab,Beginning Greek,
GREEK,Bb,Selections from Homer's Iliad,
GREEK,112b,History of Greek Literature II,
LATIN,Ab,Beginning Latin,
LATIN,Bb,Introduction to Latin Poetry (Classical),
LATIN,K,Advanced Latin Prose Composition: Seminar,
LATIN,112b,History of Latin Literature II,
LATIN,201,Reading Latin,
MODGRK,A,Elementary Modern Greek,
RELIGION,97,Tutorial - Sophomore Year,
GOV,99r,Tutorial - Senior Year,
PSY,975,Contemporary Issues in Psychology: Intensive Cross-level Analyses for Social and Cognitive Neuroscience,
PSY,971,Contemporary Issues in Psychology: Intensive Cross-level Analyses,
PHIL,97,Tutorial - I,
PHIL,98hf,Tutorial - Junior Year,
ENGLISH,98r,Tutorial - Junior Year,
HISTSCI,152,Filming Science,
ANTHRO,2856,"Biography, the Novel, Psychotherapy and Ethnography: Deep Ways of Knowing the Person in the Moral Context",
MATH,300,Teaching Undergraduate Mathematics,
MCB,152,Genetic Analysis,
MCB,291,"Genetics, Genomics and Evolutionary Biology",
MCB,292,"Cellular Biology, Neurobiology and Developmental Biology",
MCB,293,"Physical, Chemical and Molecular Biology",
NEUROBIO,95hfh,Dopamine,
SOC-STD,98kb,Gender in Developing Nations,
AESTH&INTP,15,Elements of Rhetoric,
ENGLISH,90ga,"Gender, Age, and 18th Century Literature: Seminar",
ENGLISH,90sb,Samuel Beckett's Plays and Prose: Seminar,
ENGLISH,90ow,"Oscar Wilde: Artist, Martyr, Celebrity: Seminar",
WOMGEN,1233,"Gender, Sexual Violence, and Empire",
WOMGEN,1238,Consuming Passions,
BCMP,235,Principles of Human Disease: Physiology and Pathology,
SPANSH,Aa,Beginning Spanish I,
E-PSCI,290,Scientific Communication,
SPANSH,C,Intermediate Spanish,
SPANSH,40,Advanced Spanish Language II: Viewing the Hispanic World,
SPANSH,181,Fugitive Islands: Cuban and Puerto Rican Imaginaries of Subjection and Freedom in the Nineteenth and Early-Twentieth Century,
SPANSH,Ab,Beginning Spanish II,
SPANSH,110,Hispanic Literature: The Middle Ages,
ITAL,Ab,Beginning Italian II,
VES,196,"Women's Film and Video in France: Agnes Varda, Chantal Akerman and Claire Denis",
FRENCH,102,Introduction to Medieval Literature and Old French,
SOCIOL,205,Sociological Research Design,
ENG-SCI,164,Soil and Environmental Chemistry,
VES,161r,"Media Anthropology: Technology, Technique, Techne: Studio Course",
FRSEMR,38l,"Introduction to Literary Theory and Cultural Studies, or How To Read Like a College Professor",
FRSEMR,42q,"Modernity, Globalization and Cultural Identity in Latin America",
FRSEMR,42u,The Laws of War and the War on Terrorism,
SCRB,190,"Understanding Aging: Degeneration, Regeneration, and the Scientific Search for the Fountain of Youth",
CULTR&BLF,11,Medicine and the Body in East Asia and in Europe,
SCI-LIVSYS,11,Molecules of Life,
ETH-REASON,12,Political Justice and Political Trials,
FRSEMR,43y,Where Does Your Morality Come From?,
MUSIC,51a,Theory I,
CULTR&BLF,16,"Performance, Tradition and Cultural Studies: An Introduction to Folklore and Mythology",
FRSEMR,23m,Nutrition and Public Health,
GOV,1359,The Road to the White House,
OEB,230,"Speciation, Genomics, and Ecology",
FRSEMR,26v,Blood: From Gory to Glory,
PSY,3490,Advanced Statistical Methods Workshop,
ENG-SCI,110,"Science, Engineering, and the Community",
GOV,1019,Basic Mathematics for Social Scientists,
ENGLISH,Cnnr,Advanced Creative Nonfiction: Workshop,
ENGLISH,Cnfr,Introduction to Creative Nonfiction: Workshop,
COMPSCI,365,SEAS Teaching Practicum,
SOCIOL,300hf,Workshop on Race: Black Youth Culture,
TWI,B,Intermediate Twi,
YORUBA,B,Intermediate Yoruba,
SWAHILI,B,Intermediate Swahili,
HIST,2480hf,The Political Economy of Modern Capitalism: Seminar,
ARABIC,A,Elementary Arabic,
MOD-HEB,B,Elementary Modern Hebrew,
PERSIAN,A,Elementary Persian,
TURKISH,A,Elementary Modern Turkish,
YIDDISH,A,Elementary Yiddish,
MUSIC,Bhf,Exercises in Tonal Writing and Analysis,
MUSIC,262r,Composition: Seminar,
HLTHPOL,2000,Core Course in Health Policy,
GERMAN,A,Beginning German,
MODGRK,A,Elementary Modern Greek,
MODGRK,B,Intermediate Modern Greek: Language and Civilization,
VES,50,Introduction to Nonfiction Filmmaking,
NEUROBIO,95hfd,Novel Therapeutics in the Central Nervous System,
PHIL,98hf,Tutorial - Junior Year,
ITAL,Aa,Beginning Italian I,
SLAVIC,A,Beginning Russian,
SLAVIC,B,Intermediate Russian,
SWAHILI,A,Elementary Swahili,
TWI,A,Elementary Twi,
YORUBA,A,Elementary Yoruba,
STAT,303hf,The Art and Practice of Teaching Statistics,
NEUROBIO,95hfj,The Sleeping Brain,
MCB,145,Neurobiology of Perception and Decision Making,
HIST,77a,"Alcohol in Sub-Saharan Africa, 1850 to the Present",
GOV,2136,Political Regimes and Regime Change,
GOV,2735,Empirical Models in International Relations,
SOCIOL,137,"Money, Work, and Social Life",
SOCIOL,145,Urban Social Problems,
SLAVIC,180,Russian Symbolist Poetry,
HIST,70c,Topics in Natural History,
HIST,72e,The Life and Reign of Catherine the Great,
HIST,83c,Care of the Soul,
HIST,74c,Bodily Functions: Histories of Bare Life and Bio-Power,
HIST,82f,The Origins of the Cold War: The Yalta Conference (1945),
HIST,1345,The Human Sciences in the Modern West,
PSY,2400,Cognitive Psychology and Emotional Disorders,
CHNSE,187,Art and Violence in the Cultural Revolution,
EASTD,98d,Junior Tutorial--The Political Economy of Modern China,
PHIL,102,Aristotle,
PHIL,141,"Frege, Russell, and the Early Wittgenstein",
PHIL,161,Personal Identity and Self-Consciousness: Proseminar,
PHIL,179,Race and Social Justice,
AFRAMER,143,"Representing Blackness: Media, Technology and Power in Hiphop Culture [With Tahir Hemphill]",
HAA,275x,Aesthetic Theories from Weimar to Adorno,
HAA,141k,"Rome, Constantinople, Ravenna in the Light of Imperial Rule : Proseminar",
HAA,277s,Circa 1970,
HAA,120n,Art of the Timurids in Greater Iran and Central Asia,
MATH,103,Much Ado About Everything: The Mathematics of Leonhard Euler,
ECON,2030,Psychology and Economics,
RELIGION,1730,Buddhist Women and Gender Theory,
ECON,1059,Decision Theory,
HIST-LIT,90g,"Charlemagne in History, Story, and Myth",
ECON,980q,Economics Design Lab,
HIST-LIT,90l,Stories of Slavery and Freedom,
HIST-LIT,90n,Historical Representation in 19th-c. America,
ENG-SCI,267,Aerosol Science and Technology,
FRSEMR,46e,The Germans and Their History,
FRSEMR,22z,Quantitative Methods in Public Policy Decisions,
FRSEMR,37u,Bob Dylan,
FRSEMR,41p,American Presidential Campaigns and Elections 1960-2012,
VES,96r,Directed Research: Studio Course,
SOCIOL,304,Culture and Social Analysis Workshop,
PSY,2553r,Decision Making and Negotiation: Research Seminar,
PSY,975,Contemporary Issues in Psychology: Intensive Cross-level Analyses for Social and Cognitive Neuroscience,
PSY,2570r,Intergroup Relations: Research Seminar,
PHIL,97,Tutorial - I,
PSY,2554r,Moral Cognition: Research Seminar,
ENG-SCI,209,Nonlinear Control Systems,
ANTHRO,2660,The Anthropology of Knowledge: Seminar,
HAA,70,"Introduction to Modern Art and Visual Culture, 1700-1990s",
COMPSCI,226r,Efficient Algorithms,
ANTHRO,2000,Osteoarchaeology Lab,
PSY,2480,Human Neuropsychology/Neuroanatomy: Seminar,
PHYSICS,262,Statistical Physics,
ENG-SCI,246,Plasticity,
CELTIC,184,The Tain,
APPHY,195,Introduction to Solid State Physics,
CHNSLIT,201a,History of Chinese Literature: Beginnings through Song,
ANE,210,Textual Criticism of the Hebrew Bible: Seminar,
AM-CIV,200,Major Works in the History of American Civilization,
MUSIC,206r,Research Methods in Ethnomusicology: Musical Ethnography,
CULTR&BLF,17,Institutional Violence and Public Spectacle: The Case of the Roman Games,
ASTRON,201a,Stellar and Planetary Astrophysics,
ANTHRO,1640,Language and Culture,
GOV,2160,Politics and Economics,
ASTRON,251,Quantum Mechanics for Astrophysics,
PHYSICS,283b,Beyond the Standard Model,
PHYSICS,285a,Modern Atomic and Optical Physics I,
HAA,242,Openings: Issues of Interpretation in Medieval Art : Seminar,
ANTHRO,2704,Linguistic Pragmatics and Cultural Analysis in Anthropology,
PSY,2630,Social Behavior in Organizations: Seminar,
ENG-SCI,255,Statistical Inference with Engineering Applications,
GOV,1982,"Chinese Foreign Policy, 1949-2012",
SPANSH,71a,Continuity and Discontinuity in Colonial Latin America,
MATH,141,Introduction to Mathematical Logic,
PSY,1854,Schizophrenia: Seminar,
OEB,181,Systematics,
MATH,115,Methods of Analysis,
LING,250,Old Church Slavonic,
PHYSICS,287a,Introduction to String Theory,
SLAVIC,299,Proseminar,
GOV,2030,Political Concepts: Field Seminar,
ARABIC,Ba,Intermediate Arabic I,
MATH,153,Mathematical Biology-Evolutionary Dynamics,
VES,184,"Imagining the City: Literature, Film, and the Arts",
HIST,84c,Confronting Objects/Interpreting Culture: Interdisciplinary Perspectives on North America,
HAA,197,The Imperial Arts of the Inca and the Aztec,
GOV,1510,American Constitutional Law,
FOLKMYTH,114,Embodied Expression/Expressive Body: Dance in Cultural Context,
MCB,173,Optical Imaging in the Biological Sciences,
HIST,2050,Medieval Societies and Cultures: Proseminar,
ENG-SCI,222,Advanced Cellular Engineering,
HIST,2461,The US in the 20th Century: Seminar,
HIST,2260,Central Europe: Seminar,
JAPNLIT,133,Gender and Japanese Art,
PHYSICS,271,Topics in the Physics of Quantum Information,
HISTSCI,153,History of Dietetics,
HISTSCI,238,Rethinking the Darwinian Revolution: Seminar,
VES,104,Culture Jam: Art and Activism since 1989: Seminar,
ENG-SCI,249,Advanced Neural Control of Movement,
SCAND,150,The Vikings and the Nordic Heroic Tradition,
ESPP,90a,"Energy, Technology, and the Environment",
ECON,2328,The Emergence of Modern Economic Growth: A Comparative and Historical Analysis,
MATH,223a,Algebraic Number Theory,
AFRAMER,174,The African City,
APMTH,205,Advanced Scientific Computing: Numerical Methods,
MCB,129,"The Brain: Development, Plasticity and Decline",
MCB,176,Biochemistry of Membranes,
LATIN,112a,History of Latin Literature I,
CHEM,163,Frontiers in Biophysics,
ECON,2142,Time Series Analysis,
ENG-SCI,162,Hydrology and Environmental Geomechanics,
ANTHRO,1820,Japan in the Ethnographic Gaze: Seminar,
OEB,155r,Biology of Insects,
BIOSTAT,235,Regression and Analysis of Variance,
ENG-SCI,240,Solid Mechanics,
E-PSCI,166,Consequences of Earthquakes,
ECON,2140,Econometric Methods,
GREEK,112a,History of Greek Literature I,
E-PSCI,272r,Topics in Structural Geology,
MCB,142,Major Advances in Classical and Molecular Genetics,
OEB,59,Plants and Human Affairs,
GOV,2148,"Civil Society, West and East",
OEB,114,Vertebrate Viviparity,
GERMAN,71,German Literature from Goethe to Nietzsche,
HIST,2651,Japanese History: Seminar,
MATH,136,Differential Geometry,
VES,166,"North American Seacoasts and Landscapes, Discovery to Present: Seminar",
VES,107,Studies of the Built North American Environment since 1580,
MATH,124,Number Theory,
IMUNOL,201,Principles of Immunology,
JAPAN,140a,Advanced Modern Japanese,
JAPAN,130a,Intermediate Japanese II,
RELIGION,2001,The History of the Study of Religion,
PSY,18,Abnormal Psychology,
WOMGEN,99a,Tutorial - Senior Year,
PSY,2010,Contemporary Topics in Psychological Research,
PHYSICS,11a,Mechanics,
PHYSICS,16,Mechanics and Special Relativity,
PHYSICS,95,Topics in Current Research,
PHYSICS,143b,Quantum Mechanics II,
PHYSICS,251a,Advanced Quantum Mechanics I,
ARABIC,131a,Upper-Level Modern Arabic l,
ARABIC,130a,Upper-Level Classical Arabic I,
ARABIC,241ar,"Advanced Modern Arabic Bridge: Language, Literature, and Culture I",
HEBREW,200r,"Problems in the Literature, History, and Religion of Ancient Israel: Seminar",
NEUROBIO,200,Neurobiology,
NEUROBIO,220,Cellular Neurophysiology,
VIROLOGY,202,Animal Virology: Seminar,
MATH,25a,Honors Linear Algebra and Real Analysis I,
MATH,55a,Honors Abstract Algebra,
MATH,122,Algebra I: Theory of Groups and Vector Spaces,
MATH,212a,Real Analysis,
MATH,213a,Complex Analysis,
MATH,230a,Differential Geometry,
HIST,3900,Writing History: Approaches and Practices,
GOV,20,Foundations of Comparative Politics,
GOV,1060,Ancient and Medieval Political Philosophy,
GOV,1243,Russian Politics in Transition,
EXPOS,10,Introduction to Expository Writing,
APMTH,101,Statistical Inference for Scientists and Engineers,
ENG-SCI,125,Mechanical Systems,
ENG-SCI,154,Electronic Devices and Circuits,
ENG-SCI,181,Engineering Thermodynamics,
ENG-SCI,202,Estimation and Control of Dynamic Systems,
ENG-SCI,220,Fluid Dynamics,
ECON,975,Tutorial - Theory Review,
ECON,1011a,Microeconomic Theory,
ECON,2020a,Microeconomic Theory I,
ECON,2010a,Economic Theory,
ECON,2060,Contract Theory,
ECON,2110,Introductory Probability and Statistics for Economists,
ECON,2390b,Development Economics I: Microeconomic Issues,
ECON,1723,Capital Markets,
ECON,2450a,Public Economics and Fiscal Policy I,
ECON,2530a,International Trade,
ECON,2810a,Labor Market Analysis,
CHNSE,Ba,Elementary Modern Chinese,
CHNSE,Bx,Elementary Chinese for Advanced Beginners,
CHNSE,120a,Intermediate Modern Chinese,
CHNSE,130a,Advanced Modern Chinese,
CHNSE,107a,Intermediate Literary Chinese,
CHNSE,106a,Introduction to Literary Chinese,
JAPAN,Ba,Elementary Japanese,
JAPAN,120a,Intermediate Japanese I,
JAPAN,106a,Classical Japanese,
JAPAN,150a,Readings and Discussion in Japanese Social Sciences,
KOREAN,130a,Pre-advanced Korean,
KOREAN,Ba,Elementary Korean,
KOREAN,140a,Advanced Korean,
GENETIC,201,Principles of Genetics,
DRAMA,101,Introduction to Theatre,
COMPSCI,50,Introduction to Computer Science I,
COMPSCI,121,Introduction to the Theory of Computation,
COMPSCI,141,Computing Hardware,
COMPSCI,175,Computer Graphics,
GREEK,Aa,Beginning Greek,
GREEK,Ba,Introduction to Attic Prose,
LATIN,Aa,Beginning Latin,
LATIN,Ba,Latin Prose Selections (Classical),
LATIN,Bam,Latin Prose Selections (Late Antique and Medieval),
CLASSIC,350,Classics Proseminar,
CHEM,17,Principles of Organic Chemistry,
CHEM,30,Organic Chemistry,
CHEM,160,Quantum Chemistry,
CHEM,242,Quantum Mechanics for Physical Chemistry,
VES,153ar,Intermediate Animation: Making an Animated Film: Studio Course,
MCB,52,Molecular Biology,
MCB,169,Molecular and Cellular Immunology,
OEB,57,Animal Behavior,
APMTH,21a,Mathematical Methods in the Sciences,
APMTH,201,Physical Mathematics I,
ANTHRO,98xa,Junior Tutorial in Archaeology,
ANTHRO,2650a,History and Theory of Social Anthropology: Proseminar,
BCMP,200,Molecular Biology,
PHIL,3,Introduction to the Problems of Philosophy,
PORTUG,Ac,Beginning Portuguese for Spanish Speakers I,
SLAVIC,Da,Beginning Polish I,
SLAVIC,111,Advanced Russian: Readings in Russian/Post-Soviet Studies,
SOCIOL,204,Classical Social Theory,
SOCIOL,128,Models of Social Science Research,
STAT,210,Probability Theory,
STAT,110,Introduction to Probability,
VES,150ar,Video Production: Sensation/Emotion,
PHYSICS,253a,Quantum Field Theory I,
PHYSICS,210,General Theory of Relativity,
MATH,23a,Linear Algebra and Real Analysis I,
MCB,186,Circadian Biology: From Cellular Oscillators to Sleep Regulation,
JAPAN,210a,Reading Scholarly Japanese for Students of Chinese and Korean,
OEB,251,Introduction to Vertebrate Surgery,
CHNSE,140a,Advanced Readings in Modern Chinese,
SOCIOL,307,Proseminar on Inequality and Social Policy III,
PSY,1501,Social Psychology of Organizations,
BCMP,230,Principles and Practice of Drug Development,
DRAMA,112r,Advanced Acting: 20th-Century Texts,
ASTRON,150,Radiative Processes in Astrophysics,
APPHY,282,Solids: Structure and Defects,
ECON,1535,International Trade and Investment,
PHYSICS,232,Advanced Classical Electromagnetism,
FRSEMR,44g,Public Policy Approaches to Global Climate Change,
FRSEMR,21s,Germs,
AFRAMER,301,Graduate Proseminar,
VIETNAM,Ba,Elementary Vietnamese,
VIROLOGY,200,Introduction to Virology,
OEB,139,Evolution of the Vertebrates,
GERMAN,65,Wirtschaftsdeutsch,
MATH,152,Discrete Mathematics,
ASTRON,2,Celestial Navigation,
OEB,399,Topics in Organismic and Evolutionary Biology,
MUSIC,167r,Introduction to Electroacoustic Music,
DRAMA,119,Vocal Production for the Stage,
ENGLISH,350,Teaching Colloquium,
SOCIOL,255,Social Stratification: Seminar,
AFRAMER,20,Introduction to African Languages and Cultures,
ENG-SCI,139,Innovation in Science and Engineering: Conference Course,
ENG-SCI,239,Advanced Innovation in Science and Engineering: Conference Course,
E-PSCI,201,Physics of the Earth's Interior,
HIST,72d,Paris from the French Revolution through the 19th Century,
HAA,143r,The Art of the Court of Constantinople : Proseminar,
EASTD,160,Writing Asian Poetry,
HIST,82b,Fin-de-Siecle Vienna,
SOCIOL,237,Contemporary Chinese Society: Seminar,
PSY,2420,Cognitive-Behavioral Treatment of Psychological Disorders,
GOV,2009,Methods of Political Analysis,
SPANSH,70c,Documenting Spanish Modernity: A Survey of Spanish Literature and Culture from 1700,
CHNSLIT,227r,Early Chinese Historical Writings: Shiji: Seminar,
HIST,2442,Readings in the History of the U.S. in the 19th Century: Proseminar,
APPHY,295a,Introduction to Quantum Theory of Solids,
ITAL,50,Advanced Written Expression. Italia scritta e descritta,
MEDVLSTD,107,Authority and Invention: Medieval Art and Architecture,
LING,206r,Argument Structure and Syntactic Structure,
E-PSCI,232,Dynamic Meteorology,
CHNSLIT,267r,Topics in Tang Literature: Seminar,
HIST,1701,West Africa from 1800 to the Present,
PSY,1551,Mind Perception,
PHYSICS,175,Laser Physics and Modern Optical Physics,
HIST,2271,The Soviet Union: Proseminar,
SPANSH,152,Magical Realism and Its Discontent: Latin American Novels That Didn't Boom,
GOV,2056,Political Thought of the English Revolution,
STAT,101,Introduction to Quantitative Methods for Psychology and the Behavioral Sciences,
PSY,1861,Developmental Psychopathology,
MUSIC,4,Introduction to Composition,
GOV,2305,American Government and Politics: Field Seminar,
MUSIC,201a,Current Methods in Historical Musicology,
VES,71,Silent Cinema,
ECON,1052,Game Theory and Economic Applications,
SPANSH,50,Writing and Performance,
COMPSCI,286r,Topics at the Interface between Computer Science and Economics,
ESPP,10,Environmental Policy,
DRAMA,111,Acting: 20th Century Texts,
GOV,2340a,Proseminar on Inequality and Social Policy I,
ECON,2058,Networks and Social Capital,
PHIL,156,Philosophy of Mind,
SLAVIC,103,"Advanced Russian: Reading, Composition, and Conversation",
GOV,2227,The Politics and Economics of Africa,
HISTSCI,174,Critical Experiments in the Human Sciences,
SPANSH,281r,Graduate Seminar: Don Quixote's Library,
FRSEMR,25w,"Responsibility, the Brain, and Behavior",
AFRAMER,131,African American Literature from the Beginnings to the Harlem Renaissance,
SOCIOL,25,Introduction to the Sociology of Organizations,
ECON,2056a,Market Design and Electronic Marketplaces,
HAA,10,The Western Tradition: Art Since the Renaissance,
SOCIOL,243,Economic Sociology,
HIST,1280,"History of the Soviet Union, 1917-1991",
ENGLISH,168d,Postwar American and British Fiction,
GOV,30,American Government: A New Perspective,
PHIL,8,Introduction to Early Modern Philosophy,
LING,117r,Linguistic Field Methods,
ECON,1745,Corporate Finance,
MATH,121,Linear Algebra and Applications,
AFRAMER,10,Introduction to African American Studies,
GOV,2105,Comparative Politics: Field Seminar,
MATH,131,Topology I: Topological Spaces and the Fundamental Group,
FRSEMR,33x,Complexity in Works of Art: Ulysses and Hamlet,
ANTHRO,1610,Ethnographic Research Methods,
FRSEMR,24n,Child Health in America,
KORHIST,253r,Modern Korean History: Proseminar,
CHNSE,150a,Formal Chinese Writing and Speaking,
SWAHILI,101ar,Reading in Swahili,
BIOSTAT,230,Probability Theory and Applications I,
BIOSTAT,232,Methods I,
BIOSTAT,244,Analysis of Failure Time Data,
ENG-SCI,275,Nanophotonics,
SOCIOL,203a,Advanced Quantitative Research Methods,
HEB,1330,Primate Social Behavior,
STAT,220,Bayesian Data Analysis,
ECON,2723,Asset Pricing I,
FRSEMR,21o,The Neurophysiology of Visual Perception,
FRENCH,70b,Introduction to French Literature II. 19th and 20th Centuries: Moving and Shaking,
STAT,139,Statistical Sleuthing Through Linear Models,
E-PSCI,133,Atmospheric Chemistry,
ENG-SCI,190,Introduction to Materials Science and Engineering,
ECON,2010c,Economic Theory,
ANTHRO,1010,The Fundamentals of Archaeological Methods & Reasoning,
GOV,2000,Introduction to Quantitative Methods I,
FRSEMR,24e,The Physics and Applied Physics Freshman Research Laboratory,
ENGLISH,Ckr,Introduction to Playwriting: Workshop,
ARABIC,133,Upper-Level Spoken Modern Standard Arabic,
ENGLISH,157,The Classic Phase of the Novel,
FRSEMR,25g,The Impact of Infectious Diseases on History and Society,
FRSEMR,25p,Neurotoxicology: Biological Effects of Environmental Poisons,
TWI,101ar,Reading in Twi,
YORUBA,101ar,Reading in Yoruba,
ANTHRO,1850,Ethnography as Practice and Genre,
STAT,135,Statistical Computing Software,
FRSEMR,25k,You Are What You Eat,
APPHY,225,Introduction to Soft Matter,
GOV,2002,Topics in Quantitative Methods,
STAT,131,Time Series Analysis and Forecasting,
MATH,116,Convexity and Optimization with Applications,
ENG-SCI,173,Introduction to Electronic and Photonic Devices,
PSY,2670a,Decision Making and the Psychology of Possibility,
MUSIC,156,Tonal Counterpoint: Seminar,
ESPP,78,Environmental Politics,
GREEK,H,Introductory Greek Prose Composition,
AFRAMER,118,The History of African Americans From the Slave Trade to the Great Migration,
SOC-STD,98fu,"Practicing Democracy: Leadership, Community, Power",
ENGLISH,Clr,Dramatic Screenwriting I: Workshop,
ECON,1530,International Monetary Economics,
SYSTBIO,200,Dynamic and Stochastic Processes in Cells,
MUSIC,2,Foundations of Tonal Music I,
FOLKMYTH,98a,History and Theory of Folklore and Mythology,
COMPSCI,244r,Networks Design Projects,
GOV,2710,International Relations: Field Seminar,
HEB,1418,Endocrinology and Behavior: Research Seminar,
BIOSTAT,251,Statistical Inference II,
PSY,950,Psychology Live,
FRSEMR,26j,The Universe's Hidden Dimensions,
GOV,1540,The American Presidency,
LIFESCI,1a,"An Integrated Introduction to the Life Sciences: Chemistry, Molecular Biology, and Cell Biology",
SOC-STD,10a,Introduction to Social Studies,
HIST,83a,Markets and States: The History of Economic Thought Since 1750,
GOV,1368,The Politics of American Education,
PSY,1950,Intermediate Statistical Analysis in Psychology,
GENETIC,228,Genetics in Medicine - From Bench to Bedside,
VES,15ar,Silkscreen: Studio Course,
FRSEMR,31j,Skepticism and Knowledge,
FRSEMR,49n,Measurements of the Mind: The Creation and Critique of the Psychological Test,
GERMAN,61,Advanced Grammar and Reading,
VES,271,Proseminar in Film and Visual Studies: Theory,
LATIN,Ac,Review and Reading,
SOCIOL,165,Inequalities in Health Care,
CHEM,240,Statistical Thermodynamics,
OEB,54,Biology of the Fungi,
MCB,225,Interesting Questions in Physical Biology,
OEB,192,Microbial Evolution,
